,date,temp_min,temp_max,is_rain
825,2020-04-05,70,91,False
826,2020-04-06,73,95,False
827,2020-04-07,77,100,False
828,2020-04-08,75,102,False
829,2020-04-09,77,104,False
830,2020-04-10,86,102,False
831,2020-04-11,77,93,False
832,2020-04-12,72,84,False
833,2020-04-13,64,77,True
834,2020-04-14,57,84,False
835,2020-04-15,63,82,True
836,2020-04-16,64,86,False
837,2020-04-17,66,90,False
838,2020-04-18,66,93,False
839,2020-04-19,68,90,False
840,2020-04-20,63,82,False
841,2020-04-21,63,82,True
842,2020-04-22,64,91,False
843,2020-04-23,72,99,False
844,2020-04-24,72,100,False
845,2020-04-25,77,102,False
846,2020-04-26,81,99,False
847,2020-04-27,72,90,False
848,2020-04-28,70,95,False
849,2020-04-29,79,99,False
850,2020-04-30,81,97,False
851,2020-05-01,73,97,False
852,2020-05-02,77,100,False
853,2020-05-03,75,97,False
854,2020-05-04,70,99,False
855,2020-05-05,79,102,True
856,2020-05-06,81,100,False
857,2020-05-07,77,93,False
858,2020-05-08,73,91,False
859,2020-05-09,77,104,False
860,2020-05-10,82,102,False
861,2020-05-11,81,93,False
862,2020-05-12,75,99,False
863,2020-05-13,75,99,False
864,2020-05-14,72,100,False
865,2020-05-15,73,99,False
866,2020-05-16,73,104,False
867,2020-05-17,75,104,False
868,2020-05-18,73,106,False
869,2020-05-19,82,104,False
870,2020-05-20,81,104,False
871,2020-05-21,79,106,False
872,2020-05-22,72,104,False
873,2020-05-23,75,104,False
874,2020-05-24,77,108,False
875,2020-05-25,81,106,False
876,2020-05-26,79,100,False
877,2020-05-27,75,104,False
878,2020-05-28,77,111,False
879,2020-05-29,79,109,False
880,2020-05-30,79,108,False
881,2020-05-31,82,109,False
882,2020-06-01,79,109,False
883,2020-06-02,81,109,False
884,2020-06-03,82,109,False
885,2020-06-04,82,109,False
886,2020-06-05,84,111,False
887,2020-06-06,84,109,False
888,2020-06-07,82,109,False
889,2020-06-08,81,109,False
890,2020-06-09,86,109,False
891,2020-06-10,84,111,False
892,2020-06-11,82,111,False
893,2020-06-12,82,113,False
894,2020-06-13,81,109,False
895,2020-06-14,81,106,False
896,2020-06-15,79,109,False
897,2020-06-16,81,115,False
898,2020-06-17,84,113,False
899,2020-06-18,81,109,False
900,2020-06-19,81,108,False
901,2020-06-20,75,111,False
902,2020-06-21,79,104,False
903,2020-06-22,79,102,False
904,2020-06-23,79,106,False
905,2020-06-24,81,104,False
906,2020-06-25,82,104,False
907,2020-06-26,81,108,False
908,2020-06-27,82,111,False
909,2020-06-28,81,113,False
910,2020-06-29,81,115,False
911,2020-06-30,84,113,False
912,2020-07-01,82,113,False
913,2020-07-02,88,111,False
914,2020-07-03,86,109,False
915,2020-07-04,84,115,False
916,2020-07-05,84,115,False
917,2020-07-06,81,115,False
918,2020-07-07,86,117,False
919,2020-07-08,86,113,False
920,2020-07-09,86,113,False
921,2020-07-10,84,113,False
922,2020-07-11,86,113,False
923,2020-07-12,84,113,False
924,2020-07-13,90,109,False
925,2020-07-14,93,111,False
926,2020-07-15,88,115,False
927,2020-07-16,90,109,False
